CUSTOMER_ID,SEX,AGE,ANNUAL_INCOME,NUMBER_OF_MONTHS,MARITAL_STATUS,LEASE
135218,M,57,22373.0,13,J,P
135235,M,57,31766.0,14,J,P
135241,M,71,26000.0,13,J,P
135335,M,70,15600.0,13,J,X
135525,M,54,19994.0,13,J,P
135764,M,60,17052.0,14,J,P
135773,M,69,19240.0,13,J,P
135790,M,46,19171.36,13,J,P
135798,W,50,16800.0,14,J,P
135803,M,48,35000.0,14,J,P
135828,M,39,24948.0,14,J,P
135849,M,52,25012.0,13,J,A
135850,W,52,17430.0,14,J,A
135860,M,43,13930.0,14,J,P
135865,M,53,18000.0,12,G,R
135887,W,61,5600.0,14,W,P
135901,W,66,14808.04,13,J,P
136139,W,70,9750.0,13,J,P
136256,W,65,25914.0,14,W,P
136422,M,51,29900.0,13,D,A
136462,M,53,18572.58,13,J,R
136563,M,68,26000.0,13,J,R
136635,W,72,15925.0,13,J,P
136742,M,59,20007.0,13,J,P
136898,M,68,17167.15,13,J,P
136971,W,51,20300.0,14,J,P
137055,M,61,32242.0,14,J,P
137093,M,55,18915.0,13,J,P
137268,M,52,23400.0,13,J,P
137374,W,70,23348.0,13,W,P
137495,M,59,25285.0,13,J,P
137499,M,52,49104.0,12,J,P
137692,M,53,19500.0,13,J,P
137796,M,63,22344.79,13,J,P
138088,M,59,23920.0,13,J,P
138165,M,50,23800.0,14,D,P
138433,M,55,24682.0,14,J,P
138450,M,56,18600.0,12,J,P
138533,W,52,22610.0,14,S,R
138718,M,67,19370.0,13,J,R
138757,W,57,23777.0,13,G,P
138777,M,73,14820.0,13,J,P
138799,M,68,18590.0,13,J,P
138885,M,69,18031.0,13,J,P
138927,M,63,15600.0,12,J,P
138972,M,61,28002.0,13,J,R
138989,M,66,23400.0,13,J,R
139052,W,74,15780.05,13,J,P
139142,M,69,28847.0,13,J,P
139363,M,53,21829.86,13,J,P
139513,M,70,21704.28,13,J,P
139594,M,48,25074.0,14,J,P
139627,M,57,22800.0,12,J,R
139736,W,69,10660.0,13,J,R
139894,M,66,32630.0,13,J,P
140042,M,67,20800.0,13,D,P
140135,W,55,22876.0,14,J,P
140158,M,58,16900.0,13,S,R
140163,M,72,20800.0,13,J,R
140254,W,53,21042.0,14,J,P
140288,M,66,30286.23,13,J,P
140375,M,64,26390.0,14,J,P
140434,W,69,20436.0,13,W,P
140587,M,53,20577.96,12,S,R
140630,W,70,18200.0,13,J,P
140652,W,55,15600.0,13,W,P
140673,M,52,21490.0,14,J,R
140711,W,51,22100.0,13,J,P
140726,M,58,48804.0,12,J,P
140743,M,64,2200.0,12,D,R
140934,M,59,18200.0,14,J,R
141149,M,69,21840.0,13,J,P
141227,M,73,16900.0,13,J,P
141249,W,71,19634.94,13,W,A
141296,W,68,1600.0,13,W,P
141321,M,63,18785.0,13,J,P
141429,M,51,21554.0,13,J,P
141438,M,65,24193.0,13,J,P
141476,W,57,21616.0,14,J,P
141515,M,55,28140.0,14,J,P
141588,W,71,18200.0,13,W,P
141609,M,73,18200.0,13,J,P
141643,M,55,21210.0,14,J,P
141659,W,61,18354.0,14,G,P
141702,M,56,24000.0,12,J,P
141855,W,72,17940.0,13,W,P
141890,M,50,15769.0,13,C,A
142025,M,53,21629.79,13,D,P
142305,M,57,19600.0,14,G,A
142325,M,57,22958.0,13,J,P
142333,W,57,17823.0,13,G,P
142364,M,69,21554.0,13,J,P
142449,W,55,17920.0,14,J,P
142459,W,63,7943.0,13,J,P
142588,W,72,54468.0,12,J,P
142589,M,74,50124.0,12,J,P
142628,M,71,10966.28,13,J,R
142636,M,71,16900.0,13,J,P
142697,W,66,21424.0,13,J,P
142758,M,54,24700.0,13,D,P
142843,M,64,20692.0,14,J,R
142976,M,68,22100.0,13,S,P
143048,W,68,14599.0,13,C,P
143077,M,64,28000.0,14,J,P
143142,M,62,16640.0,13,J,P
143174,W,59,21000.0,14,J,P
143315,W,60,16870.0,14,D,R
143316,M,50,364000.0,14,J,P
143358,M,64,20300.0,14,J,P
143374,W,49,15022.0,14,S,P
143445,M,71,18850.0,13,J,R
143478,M,59,25831.0,13,J,P
143519,W,58,15600.0,13,J,P
143592,M,69,14950.0,13,J,P
143698,M,71,13975.0,13,J,P
143767,M,57,18018.0,13,J,P
143948,M,62,22815.0,13,J,P
144037,W,61,16380.0,13,J,R
144137,W,63,19460.0,14,J,P
144138,M,66,12000.0,12,J,P
144214,M,54,19500.0,13,C,P
144220,M,52,24050.0,13,J,P
144231,M,63,25350.0,13,D,P
144417,M,55,18000.0,12,C,R
144483,W,70,12571.0,13,D,P
144504,W,65,14300.0,13,J,P
144659,M,49,22400.0,14,G,A
144760,W,72,14560.0,13,J,P
144793,M,58,20800.0,13,J,R
144795,W,59,21008.0,13,G,P
144804,M,54,28314.0,13,J,P
144864,M,70,16968.64,13,J,P
144899,M,71,19500.0,13,J,P
145011,W,62,14714.7,13,S,P
145070,W,72,21996.0,13,D,R
145114,M,54,16900.0,13,G,P
145203,M,58,23800.0,14,J,P
145360,W,64,13000.0,13,C,P
145391,M,74,17550.0,13,J,P
145470,W,65,966.0,12,J,P
145480,M,53,22854.0,13,J,P
145657,M,72,25120.94,13,J,P
145664,M,63,27300.0,13,J,A
145824,W,73,13832.0,13,W,R
146285,M,65,16900.0,13,J,P
146401,M,54,31486.0,14,J,P
146471,M,53,16016.0,14,G,P
146580,M,70,20111.0,13,J,R
146662,M,57,20800.0,13,J,P
146689,M,71,19500.0,13,J,P
146816,W,57,21000.0,14,J,P
146820,W,54,21448.0,14,J,P
146898,M,57,24700.0,13,J,P
146904,M,69,17550.0,13,J,R
147174,M,59,37440.0,13,D,P
147177,W,65,15600.0,13,W,R
147389,M,51,26000.0,13,J,A
147398,M,52,27286.0,14,J,P
147406,M,56,22100.0,13,J,P
147478,M,66,30800.0,14,J,P
147515,W,57,19344.0,13,J,R
147518,M,76,16536.0,13,J,P
147573,M,62,29162.9,13,J,P
147621,M,49,18000.0,12,G,P
147676,W,61,19675.5,13,J,R
147681,M,62,26000.0,13,J,P
147947,M,61,25200.0,14,J,P
148049,M,52,25200.0,14,C,P
148373,M,53,9240.0,12,J,P
148497,M,55,16800.0,14,J,P
148589,M,57,28574.0,14,C,P
148654,M,56,26236.0,14,G,P
148731,W,56,18200.0,14,J,R
148741,W,51,1494.0,13,G,P
149014,M,51,23140.0,13,J,P
149212,W,64,20644.0,13,G,P
149240,W,72,13000.0,13,W,R
149264,M,66,1900.0,13,W,R
149304,M,66,21515.0,13,J,P
149308,M,70,14950.0,13,J,R
149342,W,57,18668.0,13,D,R
149364,M,48,24000.0,12,C,A
149387,M,67,19500.0,13,J,R
149400,M,51,19760.0,13,G,R
149429,W,59,22100.0,13,S,P
149432,M,51,20104.0,14,C,P
149484,W,52,20846.0,14,C,P
149524,M,63,20800.0,13,C,P
149641,M,54,23543.0,13,J,P
149810,W,67,1200.0,13,W,R
150040,W,61,22400.0,14,G,P
150248,M,58,19500.0,13,J,P
150291,W,62,19040.0,14,C,P
150301,M,69,19500.0,13,J,P
150311,M,57,27300.0,13,J,P
150478,M,67,14300.0,13,J,P
150509,W,60,20800.0,13,J,P
150877,M,66,29900.0,13,J,P
150946,W,62,22542.0,13,J,P
151175,M,63,24700.0,13,C,P
151190,M,59,12636.0,13,J,P
151428,M,73,21697.0,13,J,R
151606,M,49,29809.0,13,J,P
151621,M,72,16900.0,13,J,P
151760,W,56,19500.0,13,J,P
151793,W,65,22750.0,13,J,P
151832,M,75,17342.0,13,J,P
151976,M,63,16900.0,13,J,P
152152,W,58,13000.0,13,J,P
152408,M,62,26247.0,13,J,P
152604,M,63,18109.0,13,D,P
152629,M,61,25200.0,14,J,P
152643,M,62,23450.0,14,J,P
152724,M,59,30888.0,13,J,P
152783,M,71,24050.0,13,J,P
152825,W,54,22100.0,13,J,P
152869,M,58,24089.0,13,J,P
152948,M,65,19500.0,13,J,P
152958,M,60,25969.58,13,S,R
152995,M,55,13962.0,13,D,R
153023,W,73,16900.0,13,J,P
153107,M,72,11752.0,13,J,A
153135,M,64,25038.0,13,J,P
153146,M,57,23800.0,14,J,X
153167,W,65,11429.47,13,J,P
153264,M,55,12350.0,13,J,A
153289,M,60,26000.0,13,J,P
153425,W,62,23100.0,14,W,P
153454,M,70,17290.0,13,J,R
153487,M,66,19500.0,13,J,P
153562,W,62,22100.0,13,J,P
153878,W,68,9373.0,13,C,A
153966,M,57,10465.0,13,C,A
154046,W,68,14506.96,13,W,P
154053,M,70,17550.0,13,J,P
154086,M,53,16900.0,13,J,P
154152,M,64,24700.0,13,J,P
154155,W,72,9100.0,13,J,P
154354,M,71,22412.0,13,D,P
154405,W,68,27482.0,13,W,P
154868,M,69,16185.0,13,J,R
154876,M,72,29900.0,13,J,P
154973,M,60,28600.0,13,J,P
154977,M,56,22400.0,14,D,P
155057,M,64,21900.0,12,J,R
155100,M,72,22646.0,13,J,R
155203,M,60,28600.0,13,J,P
155204,W,56,26572.0,13,J,P
155381,M,66,18424.0,14,J,A
155394,W,55,16800.0,14,J,P
155428,W,64,10400.0,13,W,P
155431,W,76,20150.0,13,W,P
155472,M,60,14400.0,12,J,P
155473,W,55,11200.0,14,J,P
155524,W,65,13000.0,13,J,P
155652,M,76,15600.0,13,J,P
155742,M,59,18200.0,13,J,P
155743,W,54,9396.0,12,J,P
155780,M,72,20800.0,13,J,P
155976,M,74,16900.0,13,S,P
155991,M,69,52032.11,13,J,P
155992,W,67,14274.0,13,J,P
156008,M,62,18200.0,13,J,P
156127,W,59,22542.65,13,J,P
156128,M,66,3080000.0,14,J,P
156157,M,58,24271.0,13,J,P
156246,M,53,20800.0,13,J,P
156284,W,53,28000.0,14,J,P
156308,M,67,26000.0,13,J,P
156322,W,63,9310.0,14,J,P
156324,M,56,19600.0,14,J,A
156352,M,52,30000.0,12,J,P
156361,W,51,22159.54,13,J,P
156367,M,54,39000.0,13,J,T
156384,W,68,16900.0,13,W,P
156434,M,62,29862.0,14,J,P
156506,M,68,16900.0,13,J,P
156594,M,71,19500.0,13,J,P
156631,M,54,25200.0,14,J,P
156673,M,56,19370.0,13,J,P
156684,M,53,16800.0,14,G,P
156710,M,67,65000.0,13,J,P
156811,M,55,6981.0,13,J,P
156846,M,62,21117.88,14,J,P
156909,M,64,28600.0,13,J,P
156938,W,74,11700.0,13,J,P
157029,M,72,22100.0,13,J,P
157067,W,68,15600.0,13,W,P
157396,W,72,7930.0,13,J,P
157427,M,38,25228.0,14,J,P
157514,M,73,13650.0,13,J,P
157564,M,51,32500.0,13,J,P
157614,M,71,15600.0,13,D,P
157641,M,59,16900.0,13,J,P
157819,M,72,25610.0,13,J,P
157895,W,59,22126.0,13,J,P
158032,M,66,15379.0,13,J,P
158086,M,67,19500.0,13,C,P
158126,W,59,15600.0,13,J,P
158156,W,57,17537.0,13,J,P
158299,M,53,26871.0,13,J,P
158317,M,65,14300.0,13,J,P
158318,W,63,22100.0,13,J,P
158360,M,56,26000.0,13,J,P
158576,W,73,14300.0,13,J,P
158583,M,70,16900.0,13,J,P
158618,W,69,23800.0,14,G,P
158660,M,56,17550.0,13,G,A
158713,M,63,24076.0,13,J,R
158729,M,72,20800.0,13,J,P
158730,M,53,28815.8,13,J,P
158758,M,66,27360.0,12,J,P
158864,M,76,8450.0,13,J,A
158906,W,65,11492.0,13,D,P
158911,M,58,25740.0,13,J,P
158921,M,68,13000.0,13,J,R
158944,M,62,20800.0,13,J,P
158946,M,73,13650.0,13,J,P
158999,M,66,26000.0,13,J,P
159007,M,63,21518.0,14,J,P
159025,M,50,22100.0,13,J,R
159052,W,56,21000.0,14,J,P
159068,W,55,20150.0,13,J,P
159191,M,56,28000.0,14,J,P
159290,M,54,33796.0,14,J,P
159296,M,64,27300.0,13,J,P
159396,W,68,22324.51,13,S,A
159458,M,63,18200.0,14,J,A
159468,W,57,11040.0,12,J,P
159544,W,69,22368.0,12,S,P
159640,W,57,28854.0,14,J,P
159739,M,72,26000.0,13,J,P
159783,M,54,25220.0,13,C,P
159808,W,72,16510.0,13,W,R
160005,M,62,21000.0,14,J,P
160122,M,54,23100.0,14,J,P
160154,W,57,17972.11,13,G,R
160177,W,68,2161.29,13,D,P
160203,M,66,13300.0,14,J,P
160213,M,68,37700.0,13,J,P
160214,W,67,23400.0,13,J,P
160242,M,59,10788.0,12,J,P
160315,M,55,21315.84,13,J,P
160347,M,59,22400.0,14,J,P
160664,M,68,52000.0,13,J,P
160698,M,69,31200.0,13,J,P
160831,M,55,15600.0,13,G,P
160902,M,71,17290.0,13,J,P
160904,W,66,12306.0,14,J,P
160905,M,51,22036.0,14,J,P
160914,M,72,16276.0,13,J,R
160963,M,53,24050.0,13,J,A
161032,M,63,18200.0,14,J,P
161176,W,68,29380.0,13,J,P
161374,W,55,15960.0,14,J,P
161389,M,60,18200.0,14,G,R
161393,W,54,20800.0,13,,P
161403,M,53,15860.0,13,J,P
161468,M,61,22984.0,13,J,P
161470,M,72,16562.0,13,J,P
161533,W,73,21450.0,13,G,P
161713,W,70,23400.0,13,D,P
161723,W,62,13000.0,13,J,P
161961,M,71,22100.0,13,J,P
161975,M,67,27300.0,13,J,P
162062,M,61,28600.0,13,J,P
162075,M,55,30420.0,13,J,P
162119,M,66,20410.0,13,J,P
162238,M,61,22750.0,13,S,A
162274,M,64,32500.0,13,J,P
162324,W,70,49400.0,13,J,P
162332,M,57,19500.0,13,J,P
162384,M,53,19500.0,13,J,P
162393,M,55,24500.0,14,C,P
162477,M,73,23400.0,13,J,R
162534,M,66,16640.0,13,J,R
162632,M,67,18850.0,13,J,R
162676,M,56,27105.0,13,J,P
162695,M,66,19500.0,13,J,P
162790,M,63,27748.0,14,J,P
162810,M,52,24700.13,13,D,P
162970,W,51,13130.0,13,G,A
163063,M,62,42000.0,12,J,P
163112,M,58,16640.0,13,J,P
163148,M,63,18718.0,14,J,R
163199,M,56,22750.0,13,C,P
163205,M,55,23800.0,14,J,P
163334,M,60,19600.0,14,S,P
163337,W,63,10400.0,13,J,P
163423,M,52,26000.0,13,J,P
163438,M,51,9852.0,12,G,A
163443,M,53,28000.0,14,J,P
163581,W,52,18200.0,14,J,P
163589,W,55,17927.0,13,J,P
163599,M,74,15600.0,13,J,R
163826,W,54,16250.0,13,J,P
163856,M,57,2100.0,1,D,P
163935,M,55,19796.0,14,G,R
163958,M,63,18200.0,13,J,P
164136,M,57,13005.72,13,J,P
164146,M,52,42000.0,14,J,R
164252,M,54,23800.0,14,J,P
164288,W,58,24882.0,13,J,P
164305,W,52,19500.0,13,J,P
164315,W,68,15860.0,13,J,P
164382,W,71,18000.0,12,G,P
164465,M,55,15457.0,13,S,P
164497,M,64,28598.7,13,J,P
164530,W,60,19500.0,13,J,P
164531,M,59,13255.71,13,J,P
164542,M,57,29120.0,13,D,R
164593,M,70,60000.0,12,J,P
164608,M,60,31200.0,13,J,P
164777,M,60,22100.0,13,J,P
164810,M,58,19500.0,13,J,P
164852,W,69,18850.0,13,J,P
164904,M,72,9915.88,13,J,R
165087,M,53,26000.0,13,J,P
165147,M,61,28600.0,13,D,P
165155,M,62,15548.0,13,J,P
165174,M,65,16406.0,13,J,P
165285,M,53,18200.0,13,C,P
165305,M,56,18200.0,14,D,E
165341,M,70,23400.0,13,C,P
165372,W,76,16250.0,13,S,A
165413,M,62,24466.0,13,J,P
165445,M,64,17199.0,13,J,P
165467,M,58,12660.0,12,J,P
165533,M,54,19500.0,13,J,P
165609,M,55,22152.0,13,J,P
165699,M,69,21207.03,13,J,P
165740,M,61,15600.0,13,J,P
165820,M,63,49000.0,14,J,P
165878,W,53,20800.0,13,S,P
165925,M,48,24000.0,12,J,P
166243,M,63,22880.0,13,J,P
166281,W,61,21000.0,14,G,P
166286,M,58,32500.0,13,J,R
166380,W,52,11050.0,13,J,R
166414,M,53,20150.0,13,D,P
166439,M,73,21190.0,13,J,P
166556,M,65,21000.0,14,J,R
166621,M,62,23240.0,14,J,P
166706,W,75,21840.0,13,W,P
166838,M,75,52869.44,13,J,A
166989,M,73,11050.0,13,J,P
167087,W,69,9100.0,13,W,P
167178,M,58,17906.0,14,J,P
167243,M,77,19240.0,13,J,P
167321,M,59,28000.0,14,J,P
167325,M,70,16900.0,13,J,P
167467,M,71,12987.0,13,J,P
167473,M,73,26000.0,13,J,P
167478,M,66,20800.0,13,J,P
167542,W,56,15600.0,13,J,P
167564,M,64,18317.0,13,J,P
167632,W,62,20031.31,13,J,P
167645,M,65,28600.0,13,J,P
167714,W,49,19500.0,13,S,A
167769,W,59,15990.0,13,D,P
167800,M,58,23270.0,13,J,P
167847,M,61,24500.0,14,J,P
167876,M,56,19487.0,13,G,A
167946,M,65,18343.0,13,J,P
168009,M,73,31863.0,13,J,P
168118,W,63,28444.0,13,J,P
168179,W,50,13000.0,13,J,E
168303,M,59,29380.0,13,J,P
168378,M,55,0.0,0,,
168490,M,71,15600.0,13,J,P
168563,W,64,23400.0,13,W,P
168634,M,69,23400.0,13,J,P
168649,W,68,8931.0,13,W,A
168718,M,52,25494.0,14,G,P
168745,M,68,15655.51,13,J,P
168746,W,66,16302.0,13,J,P
168842,M,55,19600.0,14,J,P
168861,W,69,31356.0,13,J,P
168876,W,70,20800.0,13,W,P
168896,M,69,22100.0,13,G,P
169019,M,63,26000.0,13,J,P
169053,W,65,5520.0,12,S,P
169177,W,64,10790.0,13,W,P
169260,M,72,16250.0,13,J,R
169326,M,61,28000.0,14,J,P
169405,M,62,30380.0,14,J,P
169496,M,61,27300.0,13,J,P
169531,M,64,17056.0,13,J,R
169602,M,52,19955.0,13,J,P
169691,M,55,21000.0,14,J,P
169696,W,69,32370.0,13,W,P
169730,W,60,16965.0,13,G,R
169778,M,60,16032.0,12,J,P
169798,M,65,15173.08,13,S,A
169828,M,54,19864.0,13,J,A
169899,M,51,14952.0,14,G,A
169927,W,52,20280.0,13,S,P
169955,W,56,10985.0,13,S,P
169974,M,57,16900.0,13,J,P
169975,M,55,26546.0,13,J,P
169993,M,64,19964.0,14,J,P
170054,W,62,31675.02,13,G,P
170083,M,70,13845.0,13,J,R
170192,M,73,19240.0,13,J,P
170252,W,56,29923.79,13,S,P
170440,M,58,28600.0,13,J,P
170460,W,58,18200.0,14,J,P
170539,M,72,13000.0,13,J,P
170630,M,72,9360.0,13,J,P
170645,W,61,14508.0,13,J,P
170685,M,64,16042.0,13,J,P
170727,M,57,36050.0,14,J,A
170751,M,72,16965.0,13,J,P
170774,M,58,26858.39,13,J,P
170882,M,69,20228.0,13,W,P
170912,W,56,10257.0,13,J,P
170983,W,62,21980.0,14,J,P
171085,W,60,15600.0,13,J,P
171139,M,62,26247.0,13,J,P
171192,M,69,19500.0,13,J,P
171193,W,71,7150.0,13,J,P
171265,M,73,22100.0,13,J,P
171277,W,65,30056.0,13,W,P
171334,W,69,19500.0,13,J,P
171357,M,70,16380.0,13,J,P
171419,W,59,19376.0,14,D,P
171507,M,59,25900.0,14,J,P
171557,M,71,24440.0,13,J,T
171653,M,60,24700.0,13,J,P
171729,M,73,14300.0,13,G,R
171740,M,68,13845.0,13,J,E
171761,M,63,16900.0,13,J,P
171808,M,70,30173.0,13,J,P
171916,W,59,20800.0,13,C,P
171988,W,57,18200.0,14,D,P
172005,M,58,25102.0,14,J,P
172042,M,64,19500.0,13,J,P
172133,M,54,20800.0,13,J,P
172194,W,61,11050.0,13,J,R
172216,W,60,22477.0,13,J,P
172520,M,63,23800.0,14,J,P
172575,M,61,19768.0,14,J,P
172639,W,56,22800.0,12,J,R
172775,W,62,12320.0,14,J,R
172793,M,73,25064.0,13,J,P
173103,M,52,22100.0,13,J,P
173181,M,75,18200.0,13,J,P
173228,M,73,11401.0,13,J,P
173393,M,72,45993.35,13,J,P
173489,M,69,24232.0,13,J,P
173528,M,56,39000.0,13,G,P
173702,M,51,20800.0,13,J,A
173763,M,47,21970.0,13,J,P
173775,M,51,26208.0,13,C,A
173795,M,52,19200.0,12,W,P
173810,M,60,19097.0,13,J,P
173898,M,51,1800.0,13,J,T
174023,M,50,24108.0,14,J,R
174073,M,62,20300.0,14,J,P
174223,M,50,18480.0,12,J,A
174295,M,71,71500.0,13,J,P
174302,M,71,14300.0,13,J,P
174428,M,74,32500.0,13,J,P
174516,M,64,18850.0,13,J,P
174631,M,64,18200.0,13,J,R
174632,W,58,17500.0,14,S,A
174656,M,59,26689.0,13,J,P
174735,W,69,7800.0,13,J,P
174787,M,50,13650.0,13,G,P
174792,M,51,19551.09,13,S,P
174800,M,66,22540.83,13,J,R
174892,M,60,25900.0,14,J,P
175004,M,47,25493.0,13,J,A
175112,M,64,20800.0,13,J,P
175134,M,48,26000.0,13,J,P
175147,M,55,20800.0,13,J,P
175200,M,67,19500.0,13,J,P
175239,W,72,19500.0,13,J,P
175401,M,67,22400.0,14,J,R
175415,M,72,16900.0,13,J,R
175471,M,71,16900.0,13,J,P
175500,M,54,18480.0,14,J,P
175504,M,71,19500.0,13,J,R
175512,M,55,21346.0,13,J,P
175546,W,53,14000.0,14,J,R
175883,W,53,20800.0,13,J,P
175884,W,50,20800.0,13,G,P
175931,M,58,32480.0,14,J,P
176007,M,67,16900.0,13,J,R
176122,W,57,13520.0,13,J,P
176153,M,58,13650.0,13,J,R
176154,W,58,1833.0,13,J,P
176208,M,57,22400.0,14,S,P
176216,M,64,22100.0,13,J,P
176285,M,55,16640.0,13,J,P
176320,M,60,28000.0,14,J,P
176502,M,65,16170.0,14,S,P
176650,W,53,20800.0,13,S,P
176698,W,67,22451.0,13,J,P
176745,W,65,15899.0,13,G,P
176754,M,51,18200.0,13,J,P
176892,W,53,28985.45,13,J,P
176908,M,62,16800.0,14,C,P
176938,W,57,19500.0,13,S,P
176947,M,61,22750.0,13,J,P
177187,M,70,22750.0,13,J,P
177258,M,66,7224.0,14,J,P
177282,M,66,14300.0,13,D,P
177426,M,51,18000.0,12,S,A
177429,M,58,27300.0,13,J,P
177432,M,54,24986.0,13,J,P
177433,M,63,15600.0,12,J,P
177479,M,69,14144.0,13,J,P
177614,M,66,15092.61,13,J,P
177666,W,71,13000.0,13,D,P
177686,W,70,31850.0,13,W,P
177763,W,62,16800.0,14,J,R
177819,M,60,24000.0,12,S,R
177870,M,50,18629.0,13,J,R
177964,M,57,20800.0,13,J,P
178030,W,49,10712.0,13,G,A
178048,M,64,25200.0,14,J,P
178305,M,64,17511.0,13,J,P
178501,W,61,17420.0,13,J,P
178516,M,55,23400.0,13,D,R
178554,M,54,21420.0,12,J,R
178602,M,69,9555.0,13,J,P
178606,M,55,15548.0,13,J,P
178834,M,67,48000.0,12,J,P
178836,M,61,26000.0,13,J,P
178923,M,73,11180.0,13,J,P
178924,W,68,6500.0,13,J,P
179018,M,71,15600.0,13,J,P
179068,M,71,24000.0,12,J,P
179089,M,55,17550.0,13,D,A
179223,W,61,19461.0,13,J,P
179261,M,56,27664.0,14,J,P
179532,M,62,22400.0,14,J,R
179559,M,55,19136.0,13,J,P
179597,M,66,24804.0,13,J,P
179714,M,55,24700.0,13,J,P
179852,M,54,16900.0,13,J,A
179928,M,64,25480.0,13,J,P
179959,M,67,22750.0,13,J,P
179970,M,59,14729.0,13,C,P
179976,M,74,13780.0,13,J,P
180012,M,55,20800.0,13,J,P
180038,M,56,18954.0,13,D,P
180214,M,55,20150.0,13,J,R
180310,M,70,24050.0,13,J,P
180315,M,65,20800.0,13,G,P
180325,M,62,8008.0,13,G,P
180329,M,57,55900.0,13,J,P
180442,M,63,18200.0,14,J,P
180456,M,54,26000.0,13,J,R
180482,M,60,22400.0,14,J,P
180556,M,64,23140.0,13,J,P
180577,M,61,27300.0,13,J,P
180646,M,50,26299.0,13,J,P
180792,W,54,36400.0,13,J,P
180816,M,57,18636.0,12,J,P
180825,M,62,42000.0,12,J,P
180849,M,75,20800.0,13,J,R
180853,M,47,29442.0,14,G,P
180931,M,70,10400.0,13,J,P
181048,W,55,14300.0,13,J,P
181158,M,58,21892.0,13,J,P
181218,M,52,21000.0,14,G,R
181228,M,57,19500.0,13,J,P
181243,M,70,74808.0,12,J,P
181302,M,52,19500.0,13,J,P
181456,M,58,15576.0,12,G,A
181641,M,58,23400.0,13,J,P
181686,M,64,46800.0,13,J,P
181688,M,61,20202.0,13,J,P
181744,M,67,26000.0,13,J,X
181869,W,54,42000.0,12,S,P
181871,M,67,16250.0,13,G,P
181955,W,63,18000.0,12,J,P
181956,M,54,16200.0,12,J,P
182014,W,60,65000.0,13,S,R
182193,M,67,17486.3,13,J,P
182196,W,58,15223.0,13,C,A
182201,M,66,16900.0,13,J,P
182204,M,69,21237.44,14,J,P
182297,W,60,11700.0,13,J,P
182298,M,63,27300.0,13,J,P
182342,M,52,12000.0,12,J,P
182575,M,63,28308.0,12,J,P
182623,M,66,11375.0,13,J,P
182840,M,53,32228.0,14,S,P
182857,M,49,21000.0,14,C,R
182920,W,72,10010.0,13,W,P
182950,M,55,22802.0,13,J,P
183075,M,54,14000.0,14,J,P
183078,M,65,16900.0,13,J,P
183131,M,53,5976.0,12,J,P
183133,W,62,17550.0,13,S,P
183149,M,58,18200.0,14,J,P
183281,M,53,24094.33,13,J,A
183309,M,71,15340.0,13,J,R
183493,M,57,21216.0,13,J,P
183495,M,64,26000.0,13,J,R
183618,M,69,25909.0,13,J,P
183750,M,73,13000.0,13,J,P
183758,M,49,17220.0,14,G,A
183907,M,57,23673.0,13,J,P
183974,M,70,20800.0,13,J,P
184036,W,54,59820.0,12,D,P
184039,W,67,11700.0,13,J,R
184061,M,73,25454.0,13,J,R
184079,M,62,52000.0,13,J,P
184235,M,58,32500.0,13,S,P
184482,W,69,11050.0,13,J,P
184536,M,57,18200.0,13,J,A
184632,M,52,23400.0,13,S,P
184643,W,51,14300.0,13,G,P
184648,W,68,24375.0,13,J,P
184727,M,52,24414.0,13,J,P
184797,M,66,22429.68,13,J,R
184863,W,57,22620.0,13,J,R
184909,M,53,25200.0,14,G,P
184940,M,53,25922.0,13,J,P
184960,W,70,22230.0,13,S,P
185018,W,72,14898.0,13,W,R
185114,M,59,19600.0,14,G,R
185137,M,55,27300.0,13,D,P
185201,W,60,17556.0,14,J,P
185254,M,58,23400.0,13,J,P
185313,W,56,21000.0,14,J,P
185326,M,47,21879.0,13,J,P
185410,M,53,29627.0,13,J,P
185417,M,57,22100.0,13,J,R
185468,W,63,20436.0,13,S,P
185472,M,59,7150.0,13,J,P
185682,M,58,9750.0,13,J,R
185752,M,50,21700.0,14,J,P
185780,M,72,15600.0,13,J,P
185915,M,61,20696.0,13,J,P
186022,M,69,15600.0,13,J,R
186030,M,71,10010.0,13,J,P
186034,W,59,15873.0,13,S,P
186076,M,73,21060.0,13,J,R
186086,W,67,13200.0,12,J,P
186129,W,60,19500.0,13,J,P
186213,M,60,17550.0,13,S,P
186229,W,57,18200.0,14,J,P
186232,M,57,19698.0,14,J,P
186327,W,53,19500.0,13,S,R
186328,M,59,19500.0,13,S,P
186360,M,68,28600.0,13,J,R
186400,W,67,17836.0,13,W,P
186496,W,55,12883.0,13,J,P
186600,M,55,22400.0,14,J,P
186743,M,63,19844.76,13,J,P
186762,M,58,27600.0,12,J,P
186768,M,58,32370.0,13,J,P
186776,M,65,41930.0,14,J,P
186981,W,58,13560.0,12,J,R
187108,M,56,26013.0,13,D,R
187187,M,64,21000.0,14,J,P
187194,W,58,24500.0,14,G,A
187203,M,53,22400.0,14,G,P
187210,M,57,19711.9,13,J,P
187237,M,53,13200.0,12,J,P
187313,M,55,20462.0,13,J,P
187318,M,63,17604.0,12,J,P
187397,M,66,26000.0,13,D,P
187445,W,64,24700.0,13,J,P
187473,M,62,28600.0,13,D,R
187497,M,58,32435.0,13,W,P
187519,W,56,12180.0,14,J,P
187575,M,68,22823.84,13,J,R
187610,M,69,15587.0,13,J,E
